el coche rojo esta en la calle,DET,NN,ADJ,V,PREP,DET,NN
el gato negro corre en el jardin,DET,NN,ADJ,V,PREP,DET,NN
la mesa grande esta en la cocina,DET,NN,ADJ,V,PREP,DET,NN
el perro marron ladra en el parque,DET,NN,ADJ,V,PREP,DET,NN
el libro interesante esta en la biblioteca,DET,NN,ADJ,V,PREP,DET,NN
la ninia pequenia juega en el patio,DET,NN,ADJ,V,PREP,DET,NN
la pelota roja rueda en el suelo,DET,NN,ADJ,V,PREP,DET,NN
el hombre mayor camina por la calle,DET,NN,ADJ,V,PREP,DET,NN
la mujer guapa esta en el parque,DET,NN,ADJ,V,PREP,DET,NN
el ninio feliz juega en la playa,DET,NN,ADJ,V,PREP,DET,NN
la puerta verde esta abierta,DET,NN,ADJ,V,ADJ
el coche rapido pasa por la carretera,DET,NN,ADJ,V,PREP,DET,NN
el rio caudaloso fluye hacia el mar,DET,NN,ADJ,V,PREP,DET,NN
el ave libre vuela por el cielo,DET,NN,ADJ,V,PREP,DET,NN
la flor hermosa esta en el jardin,DET,NN,ADJ,V,PREP,DET,NN
el ruido fuerte asusta a los pajaros,DET,NN,ADJ,V,PREP,DET,NN
el viento fresco sopla entre los arboles,DET,NN,ADJ,V,PREP,DET,NN
el ninio travieso juega en el parque,DET,NN,ADJ,V,PREP,DET,NN
el agua clara fluye por el rio,DET,NN,ADJ,V,PREP,DET,NN
el sol radiante brilla en el horizonte,DET,NN,ADJ,V,PREP,DET,NN
el pajaro colorido canta en la rama,DET,NN,ADJ,V,PREP,DET,NN
